1.0,0.6826895,0.676296,0.1620731,0.1352675,0.2187834
1.0,0.5831643,0.5950858,0.1620282,0.1352599,0.2187628
1.0,0.4108503,0.4070034,0.1623548,0.1355704,0.2190398
1.0,0.4129692,0.4202286,0.1622341,0.1354555,0.2189681
1.0,0.6565923,0.6618101,0.1614231,0.13465,0.218257
1.0,0.2822014,0.2701009,0.1621639,0.1353917,0.2189013
1.0,0.2782926,0.2753556,0.1620806,0.1352887,0.2188233
1.0,0.7513147,0.7715164,0.1622201,0.135393,0.2188974
1.0,0.5456199,0.545554,0.1619995,0.1352413,0.2187721
1.0,0.4211656,0.3954562,0.1618701,0.1350227,0.2185696
1.0,0.6413767,0.6355498,0.162107,0.1353491,0.218829
1.0,0.677916,0.6857192,0.1619584,0.1351526,0.218757
1.0,0.7418195,0.7482253,0.1620949,0.1353232,0.218837
1.0,0.5218491,0.5601497,0.162325,0.1355306,0.2190172
1.0,0.5979351,0.6764551,0.1619286,0.1351606,0.2187048
1.0,0.5640353,0.5776167,0.162089,0.1353262,0.2188493
1.0,0.3959885,0.39419,0.1619868,0.1352197,0.2187471
1.0,0.3442813,0.3442046,0.1620181,0.1352411,0.2187678
1.0,0.2832338,0.2898804,0.1620362,0.1352548,0.2187676
1.0,0.3450549,0.3443558,0.16217,0.1353901,0.2189126
1.0,0.4227943,0.418241,0.1609598,0.1341172,0.2177887
1.0,0.5636202,0.5836829,0.1632864,0.1365317,0.2199607
1.0,0.6840394,0.6829217,0.162068,0.1352426,0.2187416
1.0,0.8969032,0.8988411,0.162117,0.135293,0.2187657
1.0,0.3031786,0.3073974,0.1621475,0.1353613,0.2188581
1.0,0.344285,0.340844,0.1622153,0.1354268,0.2189046
1.0,0.435421,0.4398557,0.220372,0.1828354,0.2539277
1.0,0.1364608,0.1381505,0.1620826,0.1352804,0.2188074
1.0,0.6100532,0.5940264,0.1620354,0.1352631,0.2187809
1.0,0.2067945,0.2123386,0.1620827,0.1352927,0.2188126
1.0,0.5917351,0.6302715,0.1618731,0.135125,0.2187082
1.0,0.284738,0.2850708,0.1621336,0.1353581,0.2188464
1.0,0.0868403,0.0867047,0.1620764,0.1353104,0.2188174
1.0,0.1604784,0.1630319,0.1620784,0.1352887,0.2188072
1.0,0.3971477,0.404917,0.1619373,0.1351729,0.2187055
1.0,0.3841506,0.3882377,0.1620842,0.1353402,0.2188459
1.0,0.614816,0.6247018,0.1620778,0.1352974,0.2188294
0.0,0.7015969,0.7015091,0.1620318,0.1352643,0.218803
0.0,0.4911815,0.4875847,0.162046,0.1352664,0.218796
0.0,0.2584782,0.2577918,0.1621151,0.1353442,0.2188546
0.0,0.1691879,0.1664266,0.161976,0.135204,0.2187528
0.0,0.0612277,0.0608942,0.1622021,0.1354126,0.2189128
0.0,0.2795423,0.2821029,0.1621584,0.1353937,0.2189032
0.0,0.2080119,0.2077273,0.1620686,0.1352907,0.2188086
0.0,0.5766782,0.5768403,0.161994,0.1352254,0.2187553
0.0,0.1191321,0.1154858,0.1621925,0.1354134,0.2189273
0.0,0.4609984,0.4347504,0.1601961,0.133377,0.2171029
0.0,0.0919857,0.0849256,0.1620556,0.1352796,0.2187985
0.0,0.472057,0.4721931,0.1622559,0.1354864,0.2189472
0.0,0.6035479,0.6016103,0.1618486,0.1350738,0.2186534
0.0,0.1633603,0.1607076,0.1620694,0.1352869,0.2188051
0.0,0.4161727,0.4168299,0.1621418,0.13535,0.2188847
0.0,0.023837,0.0231545,0.1620572,0.1352828,0.2188066
0.0,0.4133908,0.4105555,0.1620531,0.1352718,0.2188007
0.0,0.533898,0.5314046,0.1620385,0.1352525,0.2187794
0.0,0.4756753,0.4759261,0.162171,0.1353811,0.2188542
0.0,0.2287486,0.227099,0.1620232,0.1352448,0.2187504
0.0,0.5007943,0.4980246,0.1620487,0.1352807,0.2187979
0.0,0.1325499,0.1286522,0.162068,0.1352845,0.2187997
0.0,0.2229273,0.2232268,0.1620036,0.1352263,0.2187669
0.0,0.0626796,0.0623194,0.1620865,0.1353051,0.218823
0.0,0.2558048,0.2543405,0.1620745,0.1352939,0.2188002
0.0,0.2358136,0.2287793,0.1621295,0.1353646,0.2188748
0.0,0.4586593,0.4578759,0.1621168,0.1353455,0.2188591
0.0,0.3247468,0.3230189,0.16203,0.1352459,0.2187721
0.0,0.4732837,0.475679,0.162112,0.1353195,0.2188298
0.0,0.2837496,0.2797918,0.1620526,0.1352537,0.2187505
0.0,0.3582232,0.273501,0.1622834,0.1354569,0.2189137
0.0,0.1488754,0.1479337,0.1620792,0.1353007,0.2188306
0.0,0.3529312,0.3538434,0.1620028,0.1352267,0.2187626
0.0,0.5474019,0.5464184,0.16225,0.1354644,0.2189383
0.0,0.0034882,0.002837,0.1620763,0.1352937,0.218817
0.0,0.2822339,0.2804728,0.1621187,0.1353356,0.218833
0.0,0.1350528,0.1315862,0.1620556,0.1352813,0.2187974
0.0,0.1795324,0.1805806,0.1619513,0.135174,0.218708
0.0,0.1488393,0.1473604,0.1620544,0.1352757,0.2187952
0.0,0.351768,0.3526094,0.1620148,0.1352402,0.2187624
0.0,0.5403282,0.5387868,0.1620218,0.135248,0.2187742
0.0,0.4012138,0.3993639,0.1620297,0.1352435,0.2187898
0.0,0.3155597,0.3109901,0.1621395,0.1353705,0.2188866
0.0,0.4428189,0.4396125,0.1621223,0.13539,0.2189365
0.0,0.1103869,0.1086527,0.1620505,0.1352758,0.218803
0.0,0.4475074,0.4473212,0.1620382,0.1352948,0.2188367
0.0,0.3569302,0.3514415,0.1621629,0.1353846,0.2188797
0.0,0.2628963,0.2635171,0.1620889,0.1353156,0.2188319
0.0,0.3468467,0.3508085,0.1619602,0.135184,0.2187156
0.0,0.8601198,0.861688,0.1620362,0.1352502,0.2187822
0.0,0.585823,0.6013812,0.1617336,0.1349794,0.2185535
0.0,0.5118705,0.5122786,0.1620008,0.1352221,0.218743
0.0,0.5513799,0.5727226,0.1619782,0.1357048,0.2196791
