1.0, 0.1364608, 0.1381505, 0.1620826, 0.1352804, 0.2188074
1.0, 0.6413767, 0.6355498, 0.1621070, 0.1353491, 0.2188290
1.0, 0.4354210, 0.4398557, 0.2203720, 0.1828354, 0.2539277
1.0, 0.2782926, 0.2753556, 0.1620806, 0.1352887, 0.2188233
1.0, 0.3442813, 0.3442046, 0.1620181, 0.1352411, 0.2187678
1.0, 0.3031786, 0.3073974, 0.1621475, 0.1353613, 0.2188581
1.0, 0.2832338, 0.2898804, 0.1620362, 0.1352548, 0.2187676
1.0, 0.5979351, 0.6764551, 0.1619286, 0.1351606, 0.2187048
1.0, 0.1604784, 0.1630319, 0.1620784, 0.1352887, 0.2188072
1.0, 0.8285059, 0.8474098, 0.1605544, 0.0331279, 0.1560156
1.0, 0.2822014, 0.2701009, 0.1621639, 0.1353917, 0.2189013
1.0, 0.5636202, 0.5836829, 0.1632864, 0.1365317, 0.2199607
1.0, 0.5218491, 0.5601497, 0.1623250, 0.1355306, 0.2190172
1.0, 0.4108503, 0.4070034, 0.1623548, 0.1355704, 0.2190398
1.0, 0.3442850, 0.3408440, 0.1622153, 0.1354268, 0.2189046
1.0, 0.4129692, 0.4202286, 0.1622341, 0.1354555, 0.2189681
1.0, 0.6148160, 0.6247018, 0.1620778, 0.1352974, 0.2188294
1.0, 0.5917351, 0.6302715, 0.1618731, 0.1351250, 0.2187082
1.0, 0.7513147, 0.7715164, 0.1622201, 0.1353930, 0.2188974
1.0, 0.6840394, 0.6829217, 0.1620680, 0.1352426, 0.2187416
1.0, 0.6826895, 0.6762960, 0.1620731, 0.1352675, 0.2187834
1.0, 0.7418195, 0.7482253, 0.1620949, 0.1353232, 0.2188370
1.0, 0.8503905, 0.8608064, 0.1629654, 0.0358814, 0.1581308
1.0, 0.3835620, 0.3818853, 0.1632409, 0.0360641, 0.1583113
1.0, 0.4227943, 0.4182410, 0.1609598, 0.1341172, 0.2177887
0.0, 0.6369332, 0.6453396, 0.1603765, 0.1336235, 0.2174063
0.0, 0.2536754, 0.2562428, 0.1615876, 0.1348518, 0.2184300
0.0, 0.3996150, 0.3918647, 0.1621039, 0.1353027, 0.2188299
0.0, 0.6283904, 0.6306209, 0.1613684, 0.1345184, 0.2180703
0.0, 0.0339691, 0.0344578, 0.1621702, 0.1353798, 0.2188786
0.0, 0.3543163, 0.3507062, 0.1620378, 0.1352505, 0.2187883
